"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Exploration824877","https://www.tripadvisor.com/Profile/Exploration824877","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","Gold Coast, Australia","5","Apr 2019","Five stars","We live on the Gold Coast qld - theme park capital of Australia - and we were totally blown away by Universal studios! Everything feels new, clean, efficient - maybe we got lucky but the day we went the park seemed to handle the large crowds very easily!<br />Most importantly there is something for every age bracket!<br />Will be back again.","","0","","Written April 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"The Traveller","https://www.tripadvisor.com/Profile/793beng","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg","Perth, Australia","5","Apr 2019 • Couples","Loved it!!!","Absolutely loved Universal Studios. There is soo much to see and do. We went on a weekday which was recommended by a local and it was relatively quiet. We ended up going right and hitting the major rides first (Transformers, Humans vs Cyclops, Return of Mummy and Jurrasic Park Rapids and caught the Watertown show at 12.30). We are soo thankful we did all this first as the major rides were well over an hour from 12.30 to 4.30. We just did the other zones in between and went back to the major rides later in the day. Food is ok but most places are $16 a dish/combo. You can get $3 refills from your cups so make sure you keep them. Souvenirs as expected are expensive but that is expected at a place like this. Have fun and try and do as much as you can! ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/49/85/0e/20190425-125222-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/49/85/0d/20190425-120346-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/49/85/0c/20190425-093149-largejpg.jpg","Written April 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Beby4Jenny","https://www.tripadvisor.com/Profile/Beby4Jenny","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/81/default-avatar-2020-43.jpg","Kochi (Cochin), India","5","Apr 2019 • Family","Awesome with grandchildren!!","Universal studios is a must see awesome destination if you are with kids. This place really rocks for kids and they really enjoyed all rides and shows which they got connected to the place. Indeed a please surprise to enjoy being there for  50th Anniversary. ","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/17/49/27/68/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/49/27/67/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/49/27/66/photo0jpg.jpg","Written April 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Gail B","https://www.tripadvisor.com/Profile/O5156PIgailb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg","Port Phillip, Australia","5","Jun 2018 • Family","Loved Universal Studios","The Transformer ride is the best we’ve been on so good we went on it 3 times!! Great range of rides for younger kids to older kids/adults. We got VIP passes but probably didn’t need it on most rides. Had a great time.","Family","0","","Written April 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"dave r","https://www.tripadvisor.com/Profile/daver3516","https://media-cdn.tripadvisor.com/media/photo-s/0e/f6/82/bf/dave-r.jpg","Christchurch, New Zealand","5","Apr 2019 • Friends","Awesome ","Great afternoon of rides. Get a priority pass means you miss all the lines. Was about $40 but definitely worth it. Loved it. ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/17/48/72/ee/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/48/72/ed/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/48/72/ec/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/48/72/eb/photo0jpg.jpg","Written April 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"JayMo","https://www.tripadvisor.com/Profile/J-yMo13","https://media-cdn.tripadvisor.com/media/photo-o/17/13/4b/e3/j-ymo13.jpg","New York City, NY","5","Apr 2019 • Solo","Perfect sized park for a day trip","I went on a Monday, and paid for an unlimited skip the queue tag. As it wasn’t school holidays, I probably needn’t have if I’d really wanted to save the cost, as the longest queue I saw whilst there was about 15 minutes. <br />I really enjoyed The Mummy coaster, as it’s air conditioned and a fun ride to do over and over and over when it’s hot. <br />I also really enjoyed Humans and Cylons, which are certainly thrilling if not a little shorter than expected. <br />The very best aspect of this delightful park, which has fun rides for all ages, is its size. You will not find yourself exhausted trekking from zone to zone or ride to ride. Highly recommended.","Solo","0","","Written April 24, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Bella Quince","https://www.tripadvisor.com/Profile/bellagambit","https://media-cdn.tripadvisor.com/media/photo-o/16/6a/47/f8/caption.jpg","Quezon City, Philippines","5","Apr 2019 • Couples","A day of fun and laughter in Universal Studios ","The place is full of fun and adventure. It will bring out the kid in you. Be ready for an extreme fun and be amazed with the adventures you’ll experience. ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/24/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/45/86/23/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/22/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/21/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/20/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/1f/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/1e/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/1d/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/17/45/86/1c/i-just-have-one-word.jpg
https://media-cdn.tripadvisor.com/media/photo-w/17/45/86/1b/i-just-have-one-word.jpg","Written April 24, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Naziha Ibrahim","https://www.tripadvisor.com/Profile/Tgnz7907","https://media-cdn.tripadvisor.com/media/photo-o/18/44/10/13/tgnz7907.jpg","Johor Bahru, Malaysia","5","May 2018 • Friends","Amazed by the staff hospitality","We are there the whole day enjoying all the attractions. We took VIP package so therefore we don't really que. Obviously this part of the world is hot and humid and not being on que really help us. For the Waterworld show, we are seated in the VIP room with AC which is very cozy and we enjoyed the show. The attractions are themed accordingly and staff are entertaining. Basically the whole visit was an enjoyable visit.","Friends","0","https://media-cdn.tripadvisor.com/media/photo-o/17/45/82/36/entrance.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/82/2c/meet-greet.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/82/27/vip-room-waterworld-show.jpg","Written April 24, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Evalu8","https://www.tripadvisor.com/Profile/Evalu8","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","Greater London, UK","4","Feb 2019 • Family","Don’t expect identical to the USA, but still fun","Maybe not as big as your US counterparts, but a good emulation all the same. The rides are fewer,  it still with the regular showstoppers. The lines can be quite big during peak periods, so maybe consider a skip the line pass, but as we went mid week it wasn’t too bad. We had hoped to spend all day here, but after about 4hrs we had been on most rides and felt we had done all we wanted to do. There is also a stunt show which lasts about 30 mins which was a similar format to those we had seem before, but fun all the same. Well worth a visit.","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/17/45/78/d5/photo0jpg.jpg","Written April 24, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"the_inquisitive","https://www.tripadvisor.com/Profile/the_inquisitive","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg","Vadodara, India","5","Apr 2019 • Family","Just loved it!","Amazing place to be with your children. Went on Friday so got to see the parade and extra time to finish off the rides which was a bonus.<br />Was a little confused if to buy the express pass, and would have been clearly a waste of money as most rides had only 5 min of waiting time by evening. <br />You will need full one day to enjoy all the shows and rides.<br />Food is a bit expensive.","Family","0","https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/54/img-20190405-192322-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/53/img-20190405-101125-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/52/img-20190405-103438-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/51/img-20190405-105932-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/50/img-20190405-123839-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/4f/img-20190405-141225-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/4e/img-20190405-145225-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/17/45/3b/4d/img-20190405-184441-largejpg.jpg","Written April 24, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mathew H","https://www.tripadvisor.com/Profile/918mathewh","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg","Hobart, Australia","4","Apr 2019 • Family","Best Roller Coaster","Spent the day at Universal Studies, Singapore, and had a ball.  We got there early and managed to get on almost every ride, many more than once.<br /><br />Most of the rides have been around for a few years so it was a bit of a repeat from our trip 4 years ago, but the Rollercoasters were new and a lot of fun.<br /><br />We went with two adults and two kids (15 and 12).  The best rides were, in order, the Ceylon Rollercoaster, transformers ride, hi an rollercoaster and the Mummy Rollercoaster.<br /><br />Pretty good range of food.  Prices are OK - what you would expect at any theme park.<br /><br />My tip is to avoid long lines for the biggest rides by waiting until around 4pm.  You will wait around 10-15 minutes and be able to have multiple rides in a short period.  Just monitor the times from around 3pm.","Family","0","","Written April 24, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
